state_name,market_name,district,commodity,year,month,arrivals_mt,modal_price_avg,min_price_avg,max_price_avg,n_obs,mandi_id
Tamil Nadu,Ammoor APMC,Vellore,paddy,2021,4,2893.51,1259.13,1189.13,1329.13,35,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2021,5,1639.5,1222.32,1145.35,1299.28,29,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2021,6,2369.41,1334.93,1237.83,1432.02,42,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2021,7,3859.2,1226.42,1085.09,1367.75,49,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2021,8,2897.32,1215.76,1134.23,1297.3,50,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2021,9,2543.7,1346.09,1168.53,1523.64,70,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2021,10,2081.78,1489.53,1340.97,1638.08,31,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2021,11,2229.12,1412.24,1159.69,1664.79,38,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2021,12,2693.45,1440.2,1061.97,1818.42,68,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,1,1267.49,1540.56,1211.48,1869.64,68,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,2,794.83,1487.11,1294.09,1680.12,69,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,3,5141.59,1496.75,1355.86,1637.63,98,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,4,5524.87,1383.42,1202.91,1563.93,73,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,5,3502.79,1426.82,1277.55,1576.08,75,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,6,1800.33,1611.59,1436.6,1786.59,63,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,7,3750.88,1557.94,1337.24,1778.63,65,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,8,4197.23,1541.69,1367.58,1715.8,49,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,9,3800.22,1733.97,1520.3,1947.63,70,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,10,1676.97,1818.67,1465.5,2171.84,56,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,11,2306.94,1837.42,1549.75,2125.08,65,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2022,12,2386.98,1925.48,1649.9,2201.06,90,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,1,1604.55,1926.95,1738.98,2114.92,82,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,2,1649.03,1820.74,1584.4,2057.07,70,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,3,7403.28,1723.45,1567.78,1879.11,83,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,4,4982.02,1671.95,1491.1,1852.79,52,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,5,4093.7,1719.85,1472.79,1966.9,56,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,6,2880.77,1870.53,1606.27,2134.78,55,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,7,5040.64,1865.66,1440.03,2291.29,51,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,8,6356.5,1641.68,1059.17,2224.19,66,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,9,4934.5,1793.52,1211.64,2375.39,62,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,10,3421.91,2104.38,1565.01,2643.75,65,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,11,3644.69,2012.63,1578.59,2446.66,76,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2023,12,4046.69,2360.81,1957.85,2763.77,119,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,1,1231.69,2423.76,2145.86,2701.65,77,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,2,4795.83,2010.45,1638.26,2382.64,94,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,3,8191.68,1936.04,1540.01,2332.07,87,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,4,5156.78,1842.64,1414.03,2271.25,63,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,5,5144.05,1875.68,1389.92,2361.44,93,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,6,1746.81,2079.43,1686.9,2471.95,48,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,7,1340.41,2038.84,1729.81,2347.86,19,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,8,6322.51,2164.54,1709.86,2619.22,20,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,9,5302.14,2317.55,1673.64,2961.45,19,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,10,4832.73,2510.45,1918.6,3102.3,18,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,11,5558.96,2186.62,1596.31,2776.93,19,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2024,12,3577.03,2197.35,1544.44,2850.26,20,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,1,1766.58,2152.22,1554.26,2750.17,16,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,2,5542.39,2216.82,1664.88,2768.75,19,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,3,9148.34,2156.06,1838.65,2473.47,20,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,4,6585.53,2018.5,1693.85,2343.15,18,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,5,2392.33,1837.58,1587.56,2087.6,21,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,6,2043.33,2105.23,1684.26,2526.19,18,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,7,6884.88,1985.12,1560.84,2409.4,18,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,8,5436.42,1926.05,1494.53,2357.56,14,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,9,5918.54,2159.1,1668.27,2649.92,21,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,10,3577.83,2151.26,1628.48,2674.04,18,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,11,4639.52,2142.09,1601.7,2682.49,20,1140
Tamil Nadu,Ammoor APMC,Vellore,paddy,2025,12,3005.77,2239.72,1738.22,2741.21,20,1140
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,1,50,1930,1930,1930,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,2,75,1930,1930,1930,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,3,90,1770.28,1700,1840.56,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,5,400,1700,1700,1700,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,6,210,1652.38,1652.38,1652.38,4,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,7,125,1700,1700,1700,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,8,224,1705.36,1705.36,1705.36,4,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,9,100,1700,1700,1700,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,10,140,1771.43,1771.43,1771.43,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,11,27.2,1800,1800,1800,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2021,12,450.8,1941.47,1933.45,1949.48,4,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,1,433.2,1960.25,1930.5,1990,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,2,180,1937.78,1933.89,1941.67,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,3,298.9,1949.23,1943.71,1954.75,5,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,4,220,1980,1980,1980,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,5,522.5,2018.45,2017.62,2019.27,9,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,6,220,2020,2020,2020,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,7,200,2020,2020,2020,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,8,205,2021.46,2021.46,2021.46,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,9,120,2028.44,2021.88,2035,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,10,100,2050,2050,2050,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,11,100,2050,2050,2050,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2022,12,101,2055.45,2055.45,2055.45,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,1,165,2057.27,2057.27,2057.27,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,2,215.5,2531.46,2475.87,2587.04,6,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,3,259.5,2052.39,2051.7,2053.07,5,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,4,295,2130,2130,2130,4,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,5,635,2130,2130,2130,5,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,6,70,2120.71,2120.71,2120.71,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,7,173,2128.87,2128.87,2128.87,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,8,20,2130,2130,2130,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,9,358.2,2255.91,2177.75,2334.07,4,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,10,120.4,2130,2130,2130,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,11,50,2130,2130,2130,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2023,12,90,2130,2130,2130,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,1,70,2130,2130,2130,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,2,160.8,2130.19,2129.9,2130.49,5,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,3,275.6,2130.5,2128.5,2132.49,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,4,362.8,2260.84,2227.6,2294.08,7,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,5,393.4,2280,2280,2280,9,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,6,453.31,2323.07,2323.07,2323.07,12,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,7,234,2280,2280,2280,15,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,8,132.9,2279.98,2279.31,2280.64,11,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,9,147.8,2212.22,2143.06,2281.37,11,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,10,4.8,2281,2281,2281,7,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,11,134.8,2280.24,2280.24,2280.24,6,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2024,12,140,2280,2280,2280,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,1,120,2290,2280,2300,1,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,2,180,2288.89,2288.89,2288.89,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,3,386.3,2293.96,2287.22,2300.69,4,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,4,383.6,2367.47,2363.78,2371.15,5,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,5,1748.2,2542.47,2516.12,2568.82,12,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,6,688.9,2518.39,2515.46,2521.32,14,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,7,568.5,2536.46,2513.99,2558.92,12,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,8,30.2,2427.26,2427.26,2427.26,11,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,9,199,2428.12,2428.12,2428.12,9,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,10,149,2523.02,2523.02,2523.02,3,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,11,250,2430,2430,2430,2,78
Chhattisgarh,Ambikapur APMC,Sarguja,wheat,2025,12,351.3,2426.19,2426.19,2426.19,13,78
West Bengal,Khatra APMC,,wheat,2021,1,11.65,1977,1901.29,2052.7,26,
West Bengal,Khatra APMC,,wheat,2021,2,8.75,1899.9,1856.29,1943.51,22,
West Bengal,Khatra APMC,,wheat,2021,3,9.1,1883.91,1842.97,1924.84,27,
West Bengal,Khatra APMC,,wheat,2021,4,6.9,1879.19,1841.23,1917.14,26,
West Bengal,Khatra APMC,,wheat,2021,5,4.1,1878.09,1841.1,1915.07,24,
West Bengal,Khatra APMC,,wheat,2021,6,5.3,1871.49,1841.32,1901.65,27,
West Bengal,Khatra APMC,,wheat,2021,7,7.1,1871.73,1840.35,1903.1,27,
West Bengal,Khatra APMC,,wheat,2021,8,5.35,1905,1869.63,1940.37,26,
West Bengal,Khatra APMC,,wheat,2021,9,5.07,1897.69,1849.31,1946.06,26,
West Bengal,Khatra APMC,,wheat,2021,10,2.75,1896.64,1847.82,1945.45,26,
West Bengal,Khatra APMC,,wheat,2021,11,3.79,1899.84,1849.68,1950,25,
West Bengal,Khatra APMC,,wheat,2021,12,5.2,1903.18,1852.94,1953.41,27,
West Bengal,Khatra APMC,,wheat,2022,1,5.08,1900.54,1851.57,1949.51,26,
West Bengal,Khatra APMC,,wheat,2022,2,7.1,1900,1850,1950,24,
West Bengal,Khatra APMC,,wheat,2022,3,5.44,1981.57,1941.45,2021.69,28,
West Bengal,Khatra APMC,,wheat,2022,4,7.8,2017.34,1984.49,2050.19,26,
West Bengal,Khatra APMC,,wheat,2022,5,4.2,2017.98,1985.24,2050.71,24,
West Bengal,Khatra APMC,,wheat,2022,6,6.65,2017.15,1984.29,2050,26,
West Bengal,Khatra APMC,,wheat,2022,7,4.19,2023.63,1997.61,2049.64,24,
West Bengal,Khatra APMC,,wheat,2022,8,4.97,2057.7,2002.41,2112.98,27,
West Bengal,Khatra APMC,,wheat,2022,9,5.72,2075.65,2000,2151.31,26,
West Bengal,Khatra APMC,,wheat,2022,10,4.53,2083.28,2001.99,2164.57,27,
West Bengal,Khatra APMC,,wheat,2022,11,4.51,2096.79,2000,2193.57,26,
West Bengal,Khatra APMC,,wheat,2022,12,5,2145.8,2041.8,2249.8,27,
West Bengal,Khatra APMC,,wheat,2023,1,6.1,2189.22,2100,2278.44,26,
West Bengal,Khatra APMC,,wheat,2023,2,5.97,2203.56,2113.4,2293.72,23,
West Bengal,Khatra APMC,,wheat,2023,3,6.33,2215.92,2133.41,2298.42,28,
West Bengal,Khatra APMC,,wheat,2023,4,5.07,2223.13,2146.25,2300,25,
West Bengal,Khatra APMC,,wheat,2023,5,4.79,2223.28,2150,2296.56,27,
West Bengal,Khatra APMC,,wheat,2023,6,4.23,2397.34,2293.74,2500.95,26,
West Bengal,Khatra APMC,,wheat,2023,7,4.84,2727.59,2605.58,2849.59,27,
West Bengal,Khatra APMC,,wheat,2023,8,5.92,2726.13,2601.86,2850.39,26,
West Bengal,Khatra APMC,,wheat,2023,9,4.29,2725,2600,2850,26,
West Bengal,Khatra APMC,,wheat,2023,10,19.98,2729.77,2604.15,2855.38,27,
West Bengal,Khatra APMC,,wheat,2023,11,4.24,2763.39,2630.66,2896.11,26,
West Bengal,Khatra APMC,,wheat,2023,12,3.93,2771.88,2640.2,2903.56,25,
West Bengal,Khatra APMC,,wheat,2024,1,4.16,2770.38,2635.46,2905.29,27,
West Bengal,Khatra APMC,,wheat,2024,2,4.51,2812.81,2695.23,2930.38,25,
West Bengal,Khatra APMC,,wheat,2024,3,3.81,2885.63,2772.44,2998.82,25,
West Bengal,Khatra APMC,,wheat,2024,4,3.73,2849.2,2712.33,2986.06,25,
West Bengal,Khatra APMC,,wheat,2024,5,3.63,2834.23,2703.22,2965.23,27,
West Bengal,Khatra APMC,,wheat,2024,6,3.27,2785.66,2711.62,2859.69,25,
West Bengal,Khatra APMC,,wheat,2024,7,3.5,2863.22,2729.86,2996.57,27,
West Bengal,Khatra APMC,,wheat,2024,8,3.67,2864.78,2729.56,3000,27,
West Bengal,Khatra APMC,,wheat,2024,9,3.4,2858.97,2717.94,3000,25,
West Bengal,Khatra APMC,,wheat,2024,10,4.98,2850,2700,3000,27,
West Bengal,Khatra APMC,,wheat,2024,11,3.65,2852.01,2705.34,2998.68,27,
West Bengal,Khatra APMC,,wheat,2024,12,3.62,2851.8,2703.59,3000,26,
West Bengal,Khatra APMC,,wheat,2025,1,4.05,2855.93,2713.7,2998.15,27,
West Bengal,Khatra APMC,,wheat,2025,2,3.57,2849.3,2702.8,2995.8,24,
West Bengal,Khatra APMC,,wheat,2025,3,4.03,2903.72,2747.89,3059.55,26,
West Bengal,Khatra APMC,,wheat,2025,4,3.86,3000.91,2807.25,3194.56,26,
West Bengal,Khatra APMC,,wheat,2025,5,4.09,3000,2800,3200,27,
West Bengal,Khatra APMC,,wheat,2025,6,3.8,3000,2800,3200,25,
West Bengal,Khatra APMC,,wheat,2025,7,4.12,3001.94,2800,3203.88,27,
West Bengal,Khatra APMC,,wheat,2025,8,3.98,3000,2800,3200,26,
West Bengal,Khatra APMC,,wheat,2025,9,4.14,3000,2800,3200,25,
West Bengal,Khatra APMC,,wheat,2025,10,19.37,3000.47,2800,3200.93,27,
West Bengal,Khatra APMC,,wheat,2025,11,4.19,3096.12,2896.3,3295.94,20,
West Bengal,Khatra APMC,,wheat,2025,12,5.51,3068.61,2900,3237.21,27,
