state_name,district,commodity,year,month,price_mean,price_sd,n_mandis
Gujarat,Rajkot,wheat,2023,7,2283.41,99.67,5
Gujarat,Rajkot,wheat,2023,8,2384.84,108.21,5
Gujarat,Rajkot,wheat,2023,9,2479.56,90.01,4
Gujarat,Rajkot,wheat,2023,10,2543.43,87.11,4
Gujarat,Rajkot,wheat,2023,11,2720.25,133.82,4
Gujarat,Rajkot,wheat,2023,12,2707.44,172.91,4
Gujarat,Rajkot,wheat,2024,1,2712.53,202.7,4
Gujarat,Rajkot,wheat,2024,2,2497.22,190.09,5
Gujarat,Rajkot,wheat,2024,3,2469.2,161.72,5
Gujarat,Rajkot,wheat,2024,4,2474.65,152.63,5
Gujarat,Rajkot,wheat,2024,5,2550.65,128.74,5
Gujarat,Rajkot,wheat,2024,6,2561.67,137.15,5
Gujarat,Rajkot,wheat,2024,7,2649.07,96.19,5
Gujarat,Rajkot,wheat,2024,8,2701.27,91.82,5
Gujarat,Rajkot,wheat,2024,9,2742.53,77.92,5
Gujarat,Rajkot,wheat,2024,10,2796.46,114,5
Gujarat,Rajkot,wheat,2024,11,2940.26,201,5
Gujarat,Rajkot,wheat,2024,12,2882.05,193.53,5
Gujarat,Rajkot,wheat,2025,1,2969.07,187.8,5
Gujarat,Rajkot,wheat,2025,2,2826.1,160.98,5
Gujarat,Rajkot,wheat,2025,3,2484.69,125.97,5
Gujarat,Rajkot,wheat,2025,4,2449.32,136.3,5
Gujarat,Rajkot,wheat,2025,5,2458.78,95.49,5
Gujarat,Rajkot,wheat,2025,6,2466.28,76.52,5
Gujarat,Rajkot,wheat,2025,7,2528.41,75,5
Gujarat,Rajkot,wheat,2025,8,2621.19,89.64,5
Gujarat,Rajkot,wheat,2025,9,2605.93,78.99,5
Gujarat,Rajkot,wheat,2025,10,2565.67,97.47,5
Gujarat,Rajkot,wheat,2025,11,2595.43,89.49,5
Gujarat,Rajkot,wheat,2025,12,2536.05,112.99,5
Gujarat,Sabarkantha,wheat,2024,7,2633.04,45.19,4
Gujarat,Sabarkantha,wheat,2024,8,2685.74,18.89,4
Gujarat,Sabarkantha,wheat,2024,9,2740.53,57.38,4
Gujarat,Sabarkantha,wheat,2024,10,2854.43,97.77,4
Gujarat,Sabarkantha,wheat,2024,11,3024.87,50.63,4
Gujarat,Sabarkantha,wheat,2024,12,2920.39,68.56,5
Gujarat,Sabarkantha,wheat,2025,1,3046.4,140.24,5
Gujarat,Sabarkantha,wheat,2025,2,3132.59,73.16,4
Gujarat,Sabarkantha,wheat,2025,3,2779.1,148.82,4
Gujarat,Sabarkantha,wheat,2025,8,2669.07,113.2,4
Gujarat,Sabarkantha,wheat,2025,11,2612.35,61.58,4
Haryana,Ambala,wheat,2022,4,2015.03,0.04,4
Haryana,Ambala,wheat,2023,4,2125,0,5
Haryana,Ambala,wheat,2023,5,2137.54,24.97,4
Haryana,Ambala,wheat,2024,4,2275,0,4
Haryana,Ambala,wheat,2024,5,2275,0.01,4
Haryana,Ambala,wheat,2025,4,2425.41,0.5,5
Haryana,Ambala,wheat,2025,5,2425,0,4
Haryana,Hisar,wheat,2023,4,2125.49,1.15,6
Haryana,Hisar,wheat,2023,5,2132.04,13.65,5
Haryana,Hisar,wheat,2024,4,2275.75,1.5,4
Haryana,Hisar,wheat,2024,5,2276.13,2.18,4
Haryana,Hisar,wheat,2025,4,2426.69,2.42,6
Haryana,Hisar,wheat,2025,5,2426.28,2.08,6
Haryana,Jind,wheat,2021,4,1975,0,5
Haryana,Jind,wheat,2022,4,2018.67,4.74,5
Haryana,Jind,wheat,2022,5,2019.44,4.51,5
Haryana,Jind,wheat,2023,4,2126.07,1.56,5
Haryana,Jind,wheat,2023,5,2125.5,0.91,4
Haryana,Jind,wheat,2024,4,2275,0,5
Haryana,Jind,wheat,2024,5,2275.33,0.54,5
Haryana,Jind,wheat,2025,4,2425.04,0.04,5
Haryana,Jind,wheat,2025,5,2426.03,2.05,5
Haryana,Kaithal,wheat,2022,4,2017.53,4.33,5
Haryana,Kaithal,wheat,2023,4,2125.49,0.98,4
Haryana,Kaithal,wheat,2024,4,2275.24,0.47,4
Haryana,Kaithal,wheat,2024,5,2275.07,0.13,4
Haryana,Kaithal,wheat,2025,4,2427.68,3.16,6
Haryana,Kaithal,wheat,2025,5,2425.26,0.57,5
Haryana,Karnal,wheat,2025,4,2425,0,8
Haryana,Karnal,wheat,2025,5,2425.22,0.51,6
Haryana,Kurukshetra,wheat,2022,4,2015.8,0.57,4
Haryana,Kurukshetra,wheat,2023,4,2125.67,0.63,4
Haryana,Kurukshetra,wheat,2023,5,2125.75,1.5,4
Haryana,Kurukshetra,wheat,2024,4,2275,0,6
Haryana,Kurukshetra,wheat,2024,5,2275.01,0.02,5
Haryana,Kurukshetra,wheat,2025,4,2425.11,0.21,4
Haryana,Kurukshetra,wheat,2025,5,2425.03,0.06,4
Haryana,Mohindergarh,wheat,2025,4,2427.6,2.68,4
Haryana,Sirsa,wheat,2023,4,2125.25,0.5,4
Haryana,Sirsa,wheat,2023,5,2135.14,18.31,4
Haryana,Sirsa,wheat,2024,4,2275,0,4
Haryana,Sirsa,wheat,2025,5,2423.41,3.18,4
Madhya Pradesh,Chhatarpur,wheat,2021,2,1618.85,16.91,4
Madhya Pradesh,Chhatarpur,wheat,2021,3,1604.75,14.1,4
Madhya Pradesh,Chhatarpur,wheat,2021,6,1615.82,46.49,4
Madhya Pradesh,Chhatarpur,wheat,2021,7,1596.8,48.43,4
Madhya Pradesh,Chhatarpur,wheat,2021,8,1669.85,26.31,4
Madhya Pradesh,Chhatarpur,wheat,2021,9,1780.01,56.67,4
Madhya Pradesh,Chhatarpur,wheat,2021,10,1824.14,52.72,4
Madhya Pradesh,Chhatarpur,wheat,2021,11,1862,50.15,4
Madhya Pradesh,Chhatarpur,wheat,2021,12,1863.45,39.76,4
Madhya Pradesh,Chhatarpur,wheat,2022,1,1877.73,33.37,4
Madhya Pradesh,Chhatarpur,wheat,2022,2,1885.92,32.91,4
Madhya Pradesh,Chhatarpur,wheat,2022,3,1985.97,32.65,4
Madhya Pradesh,Chhatarpur,wheat,2022,4,1991.04,38.91,4
Madhya Pradesh,Chhatarpur,wheat,2022,5,1971.25,53.38,4
Madhya Pradesh,Chhatarpur,wheat,2022,6,1919.12,16.42,4
Madhya Pradesh,Chhatarpur,wheat,2022,7,2031.94,51.35,4
Madhya Pradesh,Chhatarpur,wheat,2022,8,2243.62,66.88,4
Madhya Pradesh,Chhatarpur,wheat,2022,9,2243.87,67.59,4
Madhya Pradesh,Chhatarpur,wheat,2022,10,2254.42,43.48,4
Madhya Pradesh,Chhatarpur,wheat,2022,11,2441.15,39.49,4
Madhya Pradesh,Chhatarpur,wheat,2022,12,2498.75,53.63,4
Madhya Pradesh,Chhatarpur,wheat,2023,1,2609.49,68.91,4
Madhya Pradesh,Chhatarpur,wheat,2023,2,2261.64,73.69,4
Madhya Pradesh,Chhatarpur,wheat,2023,3,2067.75,120.88,4
Madhya Pradesh,Chhatarpur,wheat,2023,4,2078.28,34.6,4
Madhya Pradesh,Chhatarpur,wheat,2023,5,2142.62,14.86,4
Madhya Pradesh,Chhatarpur,wheat,2023,6,2160.32,39.62,4
Madhya Pradesh,Chhatarpur,wheat,2023,7,2168.14,33.94,4
Madhya Pradesh,Chhatarpur,wheat,2023,8,2261.45,50.04,4
Madhya Pradesh,Chhatarpur,wheat,2023,9,2307.17,42.42,4
Madhya Pradesh,Chhatarpur,wheat,2023,10,2335.47,40.87,4
Madhya Pradesh,Chhatarpur,wheat,2023,12,2356.05,67.75,4
Madhya Pradesh,Chhatarpur,wheat,2024,1,2405.97,72.61,4
Madhya Pradesh,Chhatarpur,wheat,2024,2,2330.75,50.6,4
Madhya Pradesh,Chhatarpur,wheat,2024,3,2271.59,46.84,4
Madhya Pradesh,Chhatarpur,wheat,2024,4,2252.81,28.66,4
Madhya Pradesh,Chhatarpur,wheat,2024,5,2330.32,32.41,4
Madhya Pradesh,Chhatarpur,wheat,2024,6,2392.71,27.96,4
Madhya Pradesh,Chhatarpur,wheat,2024,8,2549.09,63.93,4
Madhya Pradesh,Chhatarpur,wheat,2024,9,2587.17,54.49,4
Madhya Pradesh,Chhatarpur,wheat,2024,10,2675.33,87.57,4
Madhya Pradesh,Chhatarpur,wheat,2024,11,2746.21,131,4
Madhya Pradesh,Chhatarpur,wheat,2024,12,2742.26,136.46,4
Madhya Pradesh,Chhatarpur,wheat,2025,1,2850.04,155.41,4
Madhya Pradesh,Chhatarpur,wheat,2025,2,2834.86,147.58,4
Madhya Pradesh,Chhatarpur,wheat,2025,3,2484.74,49.56,4
Madhya Pradesh,Chhatarpur,wheat,2025,4,2413.94,35.62,4
Madhya Pradesh,Chhatarpur,wheat,2025,5,2470.13,34.3,4
Madhya Pradesh,Chhatarpur,wheat,2025,6,2471.91,30.57,4
Madhya Pradesh,Chhatarpur,wheat,2025,7,2499.48,44.86,4
Madhya Pradesh,Chhatarpur,wheat,2025,8,2570.98,42.44,4
Madhya Pradesh,Chhatarpur,wheat,2025,9,2544.22,31.26,4
Madhya Pradesh,Chhatarpur,wheat,2025,10,2473.71,26.17,4
Madhya Pradesh,Chhatarpur,wheat,2025,11,2437.1,21.3,4
Madhya Pradesh,Chhatarpur,wheat,2025,12,2435.57,24.54,4
Madhya Pradesh,Harda,wheat,2021,1,1726.58,18.06,4
Madhya Pradesh,Harda,wheat,2021,2,1680.15,16.45,4
Madhya Pradesh,Harda,wheat,2021,3,1728.93,28.97,4
Madhya Pradesh,Harda,wheat,2021,4,1746.96,13.77,4
Madhya Pradesh,Harda,wheat,2021,5,1764.73,48.14,4
Madhya Pradesh,Harda,wheat,2021,6,1667.04,15.14,4
Madhya Pradesh,Harda,wheat,2021,7,1701.94,17.54,4
Madhya Pradesh,Harda,wheat,2021,8,1771.48,19.19,4
Madhya Pradesh,Harda,wheat,2021,9,1868.96,19.42,4
Madhya Pradesh,Harda,wheat,2021,10,1911.09,27.22,4
Madhya Pradesh,Harda,wheat,2021,11,1897.11,15.57,4
Madhya Pradesh,Harda,wheat,2021,12,1898.57,13.25,4
Madhya Pradesh,Harda,wheat,2022,1,1955.86,16.12,4
Madhya Pradesh,Harda,wheat,2022,2,1959.22,17.8,4
Madhya Pradesh,Harda,wheat,2022,3,2110.21,12.77,4
Madhya Pradesh,Harda,wheat,2022,4,2032.95,14.24,4
Madhya Pradesh,Harda,wheat,2022,5,2045.54,10.51,4
Madhya Pradesh,Harda,wheat,2022,6,1968.98,16.54,4
Madhya Pradesh,Harda,wheat,2022,7,2152.07,12.35,4
Madhya Pradesh,Harda,wheat,2022,8,2287.59,19.61,4
Madhya Pradesh,Harda,wheat,2022,9,2269.82,21.08,4
Madhya Pradesh,Harda,wheat,2022,10,2333.72,23.78,4
Madhya Pradesh,Harda,wheat,2022,11,2484.3,37.66,4
Madhya Pradesh,Harda,wheat,2022,12,2601.26,20.75,4
Madhya Pradesh,Harda,wheat,2023,1,2670.79,33.26,4
Madhya Pradesh,Harda,wheat,2023,2,2209.64,142.44,4
Madhya Pradesh,Harda,wheat,2023,3,2074.78,17.62,4
Madhya Pradesh,Harda,wheat,2023,4,2094.02,11.19,4
Madhya Pradesh,Harda,wheat,2023,5,2193.09,34.4,4
Madhya Pradesh,Harda,wheat,2023,6,2232.64,10.58,4
Madhya Pradesh,Harda,wheat,2023,7,2258.22,34.88,4
Madhya Pradesh,Harda,wheat,2023,8,2426.18,21.01,4
Madhya Pradesh,Harda,wheat,2023,9,2487.07,44.07,4
Madhya Pradesh,Harda,wheat,2023,10,2483.11,25.87,4
Madhya Pradesh,Harda,wheat,2023,11,2594.48,26.45,4
Madhya Pradesh,Harda,wheat,2023,12,2509.18,39.22,4
Madhya Pradesh,Harda,wheat,2024,1,2598.26,20.02,4
Madhya Pradesh,Harda,wheat,2024,2,2355.49,123.37,4
Madhya Pradesh,Harda,wheat,2024,3,2327.8,14.27,4
Madhya Pradesh,Harda,wheat,2024,4,2327.68,8.34,4
Madhya Pradesh,Harda,wheat,2024,5,2378.15,16.23,4
Madhya Pradesh,Harda,wheat,2024,6,2453.94,13.42,4
Madhya Pradesh,Harda,wheat,2024,7,2536.68,42.42,4
Madhya Pradesh,Harda,wheat,2024,8,2658.18,30.24,4
Madhya Pradesh,Harda,wheat,2024,9,2682.05,6.11,4
Madhya Pradesh,Harda,wheat,2024,10,2772.66,25.67,4
Madhya Pradesh,Harda,wheat,2024,11,2815.46,21.64,4
Madhya Pradesh,Harda,wheat,2024,12,2822.61,26.51,4
Madhya Pradesh,Harda,wheat,2025,1,3020.05,16.76,4
Madhya Pradesh,Harda,wheat,2025,2,2885.34,120.53,4
Madhya Pradesh,Harda,wheat,2025,3,2508.08,19.27,4
Madhya Pradesh,Harda,wheat,2025,4,2488.87,14.18,4
Madhya Pradesh,Harda,wheat,2025,5,2516.61,6.71,4
Madhya Pradesh,Harda,wheat,2025,6,2507.65,13.57,4
Madhya Pradesh,Harda,wheat,2025,7,2555.2,9.25,4
Madhya Pradesh,Harda,wheat,2025,8,2667.17,8.52,4
Madhya Pradesh,Harda,wheat,2025,9,2607.86,21.67,4
Madhya Pradesh,Harda,wheat,2025,10,2513.52,12.73,4
Madhya Pradesh,Harda,wheat,2025,11,2481.61,21.58,4
Madhya Pradesh,Harda,wheat,2025,12,2486.31,17.1,4
Madhya Pradesh,Indore,wheat,2021,1,1744.26,59.8,4
Madhya Pradesh,Indore,wheat,2021,2,1713.6,43.92,4
Madhya Pradesh,Indore,wheat,2021,3,1769.82,79.81,4
Madhya Pradesh,Indore,wheat,2021,4,1865.28,91.12,4
Madhya Pradesh,Indore,wheat,2021,6,1817.87,113.84,4
Madhya Pradesh,Indore,wheat,2021,7,1826.03,143.29,4
Madhya Pradesh,Indore,wheat,2021,8,1909.95,175.66,4
Madhya Pradesh,Indore,wheat,2021,9,1970.48,106.16,4
Madhya Pradesh,Indore,wheat,2021,10,1963.54,70.91,4
Madhya Pradesh,Indore,wheat,2021,11,2016.06,18.18,4
Madhya Pradesh,Indore,wheat,2021,12,1987.06,80.52,4
Madhya Pradesh,Indore,wheat,2022,1,1989.89,100.72,4
Madhya Pradesh,Indore,wheat,2022,2,1997.17,68.98,4
Madhya Pradesh,Indore,wheat,2022,3,2100.14,58.58,4
Madhya Pradesh,Indore,wheat,2022,4,2080.11,71.84,4
Madhya Pradesh,Indore,wheat,2022,5,2101.2,47.8,4
Madhya Pradesh,Indore,wheat,2022,6,2023.18,117.92,4
Madhya Pradesh,Indore,wheat,2022,7,2116.72,89.71,4
Madhya Pradesh,Indore,wheat,2022,8,2163.22,85.93,4
Madhya Pradesh,Indore,wheat,2022,9,2132.18,79.88,4
Madhya Pradesh,Indore,wheat,2022,10,2197.82,85.43,4
Madhya Pradesh,Indore,wheat,2022,11,2355.99,104.48,4
Madhya Pradesh,Indore,wheat,2022,12,2657.65,556.87,4
Madhya Pradesh,Indore,wheat,2023,1,2552.4,120.69,4
Madhya Pradesh,Indore,wheat,2023,2,2439.37,252.09,4
Madhya Pradesh,Indore,wheat,2023,3,2049.85,113.92,4
Madhya Pradesh,Indore,wheat,2023,4,2067.43,130.15,4
Madhya Pradesh,Indore,wheat,2023,5,2135.81,101.36,4
Madhya Pradesh,Indore,wheat,2023,6,2188.23,82.37,4
Madhya Pradesh,Indore,wheat,2023,7,2243.65,83.49,4
Madhya Pradesh,Indore,wheat,2023,8,2401.35,85.94,4
Madhya Pradesh,Indore,wheat,2023,9,2498.05,145.44,4
Madhya Pradesh,Indore,wheat,2023,10,2511.28,114.42,4
Madhya Pradesh,Indore,wheat,2023,11,2571.52,93.82,4
Madhya Pradesh,Indore,wheat,2023,12,2475.79,68.53,4
Madhya Pradesh,Indore,wheat,2024,2,2359.05,106.68,4
Madhya Pradesh,Indore,wheat,2024,3,2284.25,84.37,4
Madhya Pradesh,Indore,wheat,2024,4,2327.65,88.7,4
Madhya Pradesh,Indore,wheat,2024,5,2383.41,61.72,4
Madhya Pradesh,Indore,wheat,2024,6,2416.37,81.27,4
Madhya Pradesh,Indore,wheat,2024,7,2509.95,56.61,4
Madhya Pradesh,Indore,wheat,2024,8,2646.65,150.07,4
Madhya Pradesh,Indore,wheat,2024,9,2652.06,90.08,4
Madhya Pradesh,Indore,wheat,2024,10,2748.37,71.07,4
Madhya Pradesh,Indore,wheat,2024,11,2802.48,95.33,4
Madhya Pradesh,Indore,wheat,2024,12,2801.02,92.13,4
Madhya Pradesh,Indore,wheat,2025,1,2940.44,175.62,4
Madhya Pradesh,Indore,wheat,2025,2,2845.76,114,4
Madhya Pradesh,Indore,wheat,2025,3,2501.24,67.09,4
Madhya Pradesh,Indore,wheat,2025,4,2479.81,93.35,4
Madhya Pradesh,Indore,wheat,2025,5,2521.51,58.06,4
Madhya Pradesh,Indore,wheat,2025,6,2507.63,57.36,4
Madhya Pradesh,Indore,wheat,2025,7,2539.13,69.85,4
Madhya Pradesh,Indore,wheat,2025,8,2626.85,68.2,4
Madhya Pradesh,Indore,wheat,2025,9,2615.07,72.35,4
Madhya Pradesh,Indore,wheat,2025,10,2568.57,81.33,4
Madhya Pradesh,Indore,wheat,2025,11,2487.03,75.91,4
Madhya Pradesh,Indore,wheat,2025,12,2501.1,95,4
Madhya Pradesh,Rewa,wheat,2021,6,1558.54,42.14,4
Madhya Pradesh,Rewa,wheat,2021,7,1564.27,38.75,4
Madhya Pradesh,Rewa,wheat,2021,8,1632.24,59.03,4
Madhya Pradesh,Rewa,wheat,2021,9,1732.32,44.36,4
Madhya Pradesh,Rewa,wheat,2021,10,1801.06,85.34,4
Madhya Pradesh,Rewa,wheat,2021,11,1807.94,70.67,4
Madhya Pradesh,Rewa,wheat,2021,12,1791.16,53.49,4
Madhya Pradesh,Rewa,wheat,2022,1,1820.22,77.53,4
Madhya Pradesh,Rewa,wheat,2022,2,1848.24,67.4,4
Madhya Pradesh,Rewa,wheat,2022,3,1954.5,62.36,4
Madhya Pradesh,Rewa,wheat,2022,4,1950.54,13.88,4
Madhya Pradesh,Rewa,wheat,2022,5,1975.86,33.19,4
Madhya Pradesh,Rewa,wheat,2022,6,1907.44,17.79,4
Madhya Pradesh,Rewa,wheat,2022,7,2066.36,70.35,4
Madhya Pradesh,Rewa,wheat,2022,8,2265.85,50.22,4
Madhya Pradesh,Rewa,wheat,2022,9,2266.22,38.93,4
Madhya Pradesh,Rewa,wheat,2022,10,2299.05,49.86,4
Madhya Pradesh,Rewa,wheat,2022,11,2461.68,87.72,4
Madhya Pradesh,Rewa,wheat,2022,12,2514,84.05,4
Madhya Pradesh,Rewa,wheat,2023,3,2122.29,224.42,4
Madhya Pradesh,Rewa,wheat,2023,4,2065.22,68.27,4
Madhya Pradesh,Rewa,wheat,2023,5,2129.02,22.23,4
Madhya Pradesh,Rewa,wheat,2023,6,2217.29,63.24,4
Madhya Pradesh,Rewa,wheat,2023,7,2171.67,48.05,4
Madhya Pradesh,Rewa,wheat,2023,8,2248.32,55.37,4
Madhya Pradesh,Rewa,wheat,2023,9,2283.36,48.24,4
Madhya Pradesh,Rewa,wheat,2023,10,2337.35,40.52,4
Madhya Pradesh,Rewa,wheat,2023,11,2425,55.58,4
Madhya Pradesh,Rewa,wheat,2023,12,2361.68,46.92,4
Madhya Pradesh,Rewa,wheat,2024,1,2394.94,48.06,4
Madhya Pradesh,Rewa,wheat,2024,2,2290.84,21.42,4
Madhya Pradesh,Rewa,wheat,2024,3,2346.14,67.93,4
Madhya Pradesh,Rewa,wheat,2024,4,2275.32,47.59,4
Madhya Pradesh,Rewa,wheat,2024,5,2317.92,36.68,4
Madhya Pradesh,Rewa,wheat,2024,6,2353.97,57.25,4
Madhya Pradesh,Rewa,wheat,2024,7,2390.07,68.32,4
Madhya Pradesh,Rewa,wheat,2024,8,2489.86,69.1,4
Madhya Pradesh,Rewa,wheat,2024,9,2532.72,47.91,4
Madhya Pradesh,Rewa,wheat,2024,10,2649.21,62.76,4
Madhya Pradesh,Rewa,wheat,2024,11,2717.04,76.13,4
Madhya Pradesh,Rewa,wheat,2024,12,2700.28,87.2,4
Madhya Pradesh,Rewa,wheat,2025,1,2767.47,119.83,4
Madhya Pradesh,Rewa,wheat,2025,2,2766.62,81.23,4
Madhya Pradesh,Rewa,wheat,2025,3,2623.1,75.66,4
Madhya Pradesh,Rewa,wheat,2025,4,2480.6,81.41,4
Madhya Pradesh,Rewa,wheat,2025,5,2447.14,26.43,4
Madhya Pradesh,Rewa,wheat,2025,6,2441.89,29.24,4
Madhya Pradesh,Rewa,wheat,2025,7,2451.61,35.04,4
Madhya Pradesh,Rewa,wheat,2025,8,2510.11,45.77,4
Madhya Pradesh,Rewa,wheat,2025,9,2491.33,22.79,4
Madhya Pradesh,Rewa,wheat,2025,10,2456.7,14.58,4
Madhya Pradesh,Rewa,wheat,2025,11,2453.38,11.76,4
Madhya Pradesh,Rewa,wheat,2025,12,2446.86,32,4
Madhya Pradesh,Sagar,wheat,2021,1,1787.73,414.82,5
Madhya Pradesh,Sagar,wheat,2021,2,1754.35,281.89,5
Madhya Pradesh,Sagar,wheat,2021,3,1684.31,116.94,5
Madhya Pradesh,Sagar,wheat,2021,4,1813.99,157.95,5
Madhya Pradesh,Sagar,wheat,2021,6,1691.28,160.36,5
Madhya Pradesh,Sagar,wheat,2021,7,1688.12,140.12,5
Madhya Pradesh,Sagar,wheat,2021,8,1722.57,89.78,5
Madhya Pradesh,Sagar,wheat,2021,9,1799,42.02,5
Madhya Pradesh,Sagar,wheat,2021,10,1863.5,53.73,5
Madhya Pradesh,Sagar,wheat,2021,11,1880.35,72.66,5
Madhya Pradesh,Sagar,wheat,2021,12,1881.74,76.47,5
Madhya Pradesh,Sagar,wheat,2022,1,1891.69,90.34,5
Madhya Pradesh,Sagar,wheat,2022,2,1916.38,94.52,5
Madhya Pradesh,Sagar,wheat,2022,3,2008.36,57.61,5
Madhya Pradesh,Sagar,wheat,2022,4,1990.97,76.51,5
Madhya Pradesh,Sagar,wheat,2022,5,2011.36,63.42,5
Madhya Pradesh,Sagar,wheat,2022,6,1954.9,73.54,5
Madhya Pradesh,Sagar,wheat,2022,7,2079.81,118.05,5
Madhya Pradesh,Sagar,wheat,2022,8,2252.97,43.25,5
Madhya Pradesh,Sagar,wheat,2022,9,2245.44,41.6,5
Madhya Pradesh,Sagar,wheat,2022,10,2268.91,52.85,5
Madhya Pradesh,Sagar,wheat,2022,11,2450.6,108.93,5
Madhya Pradesh,Sagar,wheat,2022,12,2500.28,86.69,5
Madhya Pradesh,Sagar,wheat,2023,1,2627.14,84.53,5
Madhya Pradesh,Sagar,wheat,2023,2,2362.67,134.15,5
Madhya Pradesh,Sagar,wheat,2023,3,2064.72,101.23,5
Madhya Pradesh,Sagar,wheat,2023,4,2046.93,56.03,5
Madhya Pradesh,Sagar,wheat,2023,5,2150.9,36.36,5
Madhya Pradesh,Sagar,wheat,2023,6,2198.12,42.22,5
Madhya Pradesh,Sagar,wheat,2023,7,2204.55,35.78,5
Madhya Pradesh,Sagar,wheat,2023,8,2341.66,45.47,5
Madhya Pradesh,Sagar,wheat,2023,9,2352.6,29.31,5
Madhya Pradesh,Sagar,wheat,2023,10,2372.14,39.84,5
Madhya Pradesh,Sagar,wheat,2023,11,2385.61,99.26,5
Madhya Pradesh,Sagar,wheat,2023,12,2399.32,51.35,5
Madhya Pradesh,Sagar,wheat,2024,2,2275.75,83.15,5
Madhya Pradesh,Sagar,wheat,2024,3,2313.01,45.12,5
Madhya Pradesh,Sagar,wheat,2024,4,2311.85,24.9,5
Madhya Pradesh,Sagar,wheat,2024,5,2400.26,48.55,5
Madhya Pradesh,Sagar,wheat,2024,6,2477.28,57.46,5
Madhya Pradesh,Sagar,wheat,2024,8,2570.77,33.49,5
Madhya Pradesh,Sagar,wheat,2024,9,2603.3,20.93,5
Madhya Pradesh,Sagar,wheat,2024,10,2736.91,32.98,5
Madhya Pradesh,Sagar,wheat,2024,11,2774.49,22.86,5
Madhya Pradesh,Sagar,wheat,2024,12,2756.32,32.27,5
Madhya Pradesh,Sagar,wheat,2025,1,2904.08,63.95,5
Madhya Pradesh,Sagar,wheat,2025,2,2857.15,70.26,5
Madhya Pradesh,Sagar,wheat,2025,3,2464.74,36.97,5
Madhya Pradesh,Sagar,wheat,2025,4,2451.89,22.6,5
Madhya Pradesh,Sagar,wheat,2025,5,2512.19,27.26,5
Madhya Pradesh,Sagar,wheat,2025,6,2474.23,16.93,5
Madhya Pradesh,Sagar,wheat,2025,7,2506.27,25.19,5
Madhya Pradesh,Sagar,wheat,2025,8,2586.09,12.64,5
Madhya Pradesh,Sagar,wheat,2025,9,2547.04,15.76,5
Madhya Pradesh,Sagar,wheat,2025,10,2461.6,21.86,5
Madhya Pradesh,Sagar,wheat,2025,11,2409.69,18.65,5
Madhya Pradesh,Sagar,wheat,2025,12,2379.52,28.25,5
Maharashtra,Ahmednagar,wheat,2021,1,1710.01,156.85,6
Maharashtra,Ahmednagar,wheat,2021,2,1811.94,284.88,6
Maharashtra,Ahmednagar,wheat,2021,3,1754.6,151.53,6
Maharashtra,Ahmednagar,wheat,2021,4,1767.44,159.93,6
Maharashtra,Ahmednagar,wheat,2021,6,1766.26,142.41,6
Maharashtra,Ahmednagar,wheat,2021,7,1763.61,143,5
Maharashtra,Ahmednagar,wheat,2021,8,1725.89,75.66,5
Maharashtra,Ahmednagar,wheat,2021,9,1837.66,117.5,6
Maharashtra,Ahmednagar,wheat,2021,10,1844.36,135.88,6
Maharashtra,Ahmednagar,wheat,2021,11,1913.42,148.21,5
Maharashtra,Ahmednagar,wheat,2021,12,1908.73,76.83,5
Maharashtra,Ahmednagar,wheat,2022,1,1965.94,111.24,6
Maharashtra,Ahmednagar,wheat,2022,2,1956.6,67.8,5
Maharashtra,Ahmednagar,wheat,2022,3,2173.06,171.96,6
Maharashtra,Ahmednagar,wheat,2022,4,2213.53,59.55,6
Maharashtra,Ahmednagar,wheat,2022,5,2169.93,79.11,6
Maharashtra,Ahmednagar,wheat,2022,6,2175.08,114.46,6
Maharashtra,Ahmednagar,wheat,2022,7,2130.67,76.23,5
Maharashtra,Ahmednagar,wheat,2022,8,2219.98,86.15,4
Maharashtra,Ahmednagar,wheat,2022,9,2250.95,94.8,5
Maharashtra,Ahmednagar,wheat,2022,10,2401.89,68.47,5
Maharashtra,Ahmednagar,wheat,2022,11,2622.46,215.48,5
Maharashtra,Ahmednagar,wheat,2022,12,2592.57,199.82,5
Maharashtra,Ahmednagar,wheat,2023,1,2650.1,114.51,5
Maharashtra,Ahmednagar,wheat,2023,2,2363.65,114.41,5
Maharashtra,Ahmednagar,wheat,2023,3,2151.99,95.98,6
Maharashtra,Ahmednagar,wheat,2023,4,2199.23,82.77,6
Maharashtra,Ahmednagar,wheat,2023,5,2239.02,59.63,5
Maharashtra,Ahmednagar,wheat,2023,6,2265.39,99.38,6
Maharashtra,Ahmednagar,wheat,2023,7,2250.38,52.79,5
Maharashtra,Ahmednagar,wheat,2023,8,2432.31,117.76,6
Maharashtra,Ahmednagar,wheat,2023,9,2449.32,122.71,4
Maharashtra,Ahmednagar,wheat,2023,10,2481.73,100.68,5
Maharashtra,Ahmednagar,wheat,2023,11,2595.53,112.69,5
Maharashtra,Ahmednagar,wheat,2023,12,2593.51,121.81,6
Maharashtra,Ahmednagar,wheat,2024,1,2579.72,108.57,6
Maharashtra,Ahmednagar,wheat,2024,2,2510.49,58.79,5
Maharashtra,Ahmednagar,wheat,2024,3,2492.83,55.67,6
Maharashtra,Ahmednagar,wheat,2024,4,2443.19,40.92,6
Maharashtra,Ahmednagar,wheat,2024,5,2559.3,186.82,6
Maharashtra,Ahmednagar,wheat,2024,6,2647.84,312.25,6
