state_name,commodity,year,month,price_mean,price_sd,n_mandis
Rajasthan,wheat,2023,9,2364.77,149.04,70
Rajasthan,wheat,2023,10,2440.91,136.12,73
Rajasthan,wheat,2023,11,2482.82,144.97,70
Rajasthan,wheat,2023,12,2450.01,94.26,67
Rajasthan,wheat,2024,1,2471.86,119.69,62
Rajasthan,wheat,2024,2,2398.07,124.96,67
Rajasthan,wheat,2024,3,2418.45,178.97,69
Rajasthan,wheat,2024,4,2398.39,191.84,82
Rajasthan,wheat,2024,5,2445.45,182.7,85
Rajasthan,wheat,2024,6,2460.65,122.5,84
Rajasthan,wheat,2024,7,2471.01,116.33,83
Rajasthan,wheat,2024,8,2543.32,114.97,79
Rajasthan,wheat,2024,9,2590.16,100.2,82
Rajasthan,wheat,2024,10,2680.66,131.8,79
Rajasthan,wheat,2024,11,2786.89,130.48,79
Rajasthan,wheat,2024,12,2805.54,119.65,68
Rajasthan,wheat,2025,1,2963.52,142.13,69
Rajasthan,wheat,2025,2,2947.42,106.93,64
Rajasthan,wheat,2025,3,2596.57,163.25,79
Rajasthan,wheat,2025,4,2490.83,125.11,90
Rajasthan,wheat,2025,5,2503.27,95.27,84
Rajasthan,wheat,2025,6,2490.89,96.09,84
Rajasthan,wheat,2025,7,2519.49,91.67,85
Rajasthan,wheat,2025,8,2572.51,95.49,86
Rajasthan,wheat,2025,9,2567.61,130.81,85
Rajasthan,wheat,2025,10,2520.01,84.21,78
Rajasthan,wheat,2025,11,2526.78,121.24,75
Rajasthan,wheat,2025,12,2542.67,215.3,72
Telangana,wheat,2021,4,1753.99,0,1
Telangana,wheat,2021,7,1685.78,0,1
Telangana,wheat,2021,8,1939.34,297.93,2
Telangana,wheat,2021,9,1822.95,38.73,2
Telangana,wheat,2021,10,1738.2,50.35,2
Telangana,wheat,2021,11,1842.17,0,1
Telangana,wheat,2021,12,1925.11,0,1
Telangana,wheat,2022,1,1886.86,121.42,2
Telangana,wheat,2022,2,1891.52,77.8,2
Telangana,wheat,2022,3,2142.85,139.61,3
Telangana,wheat,2022,4,2190.44,7.86,2
Telangana,wheat,2022,5,2223.36,42.06,3
Telangana,wheat,2022,6,2032.57,45.13,2
Telangana,wheat,2022,7,2045.99,166.51,2
Telangana,wheat,2022,8,1889.5,393.86,2
Telangana,wheat,2022,9,2371.44,160.6,2
Telangana,wheat,2022,10,2319.9,98,2
Telangana,wheat,2022,11,2267,59.4,2
Telangana,wheat,2022,12,2319,0,1
Telangana,wheat,2023,3,2033.31,0,1
Telangana,wheat,2023,4,2119.99,8.9,2
Telangana,wheat,2023,5,1940.62,0,1
Telangana,wheat,2023,6,2077.38,366.81,2
Telangana,wheat,2023,7,2230.64,239.51,2
Telangana,wheat,2023,8,2244.53,163.28,3
Telangana,wheat,2023,9,2314.67,179.08,3
Telangana,wheat,2023,10,2081.82,325.53,2
Telangana,wheat,2023,11,2384.5,0,1
Telangana,wheat,2024,2,2251,0,1
Telangana,wheat,2024,3,2370.74,0,1
Telangana,wheat,2024,4,2441.16,302.98,3
Telangana,wheat,2024,5,2400.09,60.54,3
Telangana,wheat,2024,6,2288.74,44.34,2
Telangana,wheat,2024,7,1861.23,562.36,3
Telangana,wheat,2024,8,2392.94,94.29,2
Telangana,wheat,2024,9,2189.05,30.47,2
Telangana,wheat,2024,10,2021,0,1
Telangana,wheat,2024,11,2104.44,0,1
Telangana,wheat,2025,2,2661,0,1
Telangana,wheat,2025,3,2407.04,370.1,2
Telangana,wheat,2025,4,2165.08,549.95,2
Telangana,wheat,2025,5,2238.58,360.38,2
Telangana,wheat,2025,6,2128.23,382.16,2
Telangana,wheat,2025,7,2355.19,33.76,2
Telangana,wheat,2025,8,2209.81,241.56,2
Telangana,wheat,2025,9,2257.1,293.92,2
Telangana,wheat,2025,10,2477,0,1
Telangana,wheat,2025,12,4025,0,1
Uttar Pradesh,wheat,2021,1,1706.5,49.91,95
Uttar Pradesh,wheat,2021,2,1711.69,53.05,97
Uttar Pradesh,wheat,2021,3,1690.25,60.3,96
Uttar Pradesh,wheat,2021,4,1942.63,48.82,99
Uttar Pradesh,wheat,2021,5,1974.56,13.01,99
Uttar Pradesh,wheat,2021,6,1949.05,33.61,99
Uttar Pradesh,wheat,2021,7,1705.34,93.96,96
Uttar Pradesh,wheat,2021,8,1713.82,67.99,96
Uttar Pradesh,wheat,2021,9,1806.14,72.8,94
Uttar Pradesh,wheat,2021,10,1879.57,52.35,95
Uttar Pradesh,wheat,2021,11,1917.93,42.99,95
Uttar Pradesh,wheat,2021,12,1925.07,47.42,96
Uttar Pradesh,wheat,2022,1,1944.34,42.85,96
Uttar Pradesh,wheat,2022,2,1979.3,54.87,95
Uttar Pradesh,wheat,2022,3,2034.36,56.12,96
Uttar Pradesh,wheat,2022,4,2047.25,36.91,98
Uttar Pradesh,wheat,2022,5,2062.57,46.56,98
Uttar Pradesh,wheat,2022,6,2049.7,36,96
Uttar Pradesh,wheat,2022,7,2074.35,43.44,96
Uttar Pradesh,wheat,2022,8,2229.53,86.08,97
Uttar Pradesh,wheat,2022,9,2284.76,60.4,98
Uttar Pradesh,wheat,2022,10,2328.5,52.93,96
Uttar Pradesh,wheat,2022,11,2456.76,75.8,96
Uttar Pradesh,wheat,2022,12,2567.94,89.29,96
Uttar Pradesh,wheat,2023,1,2693.69,77.48,96
Uttar Pradesh,wheat,2023,2,2562.52,122.56,97
Uttar Pradesh,wheat,2023,3,2261.34,78.23,96
Uttar Pradesh,wheat,2023,4,2153.54,26.72,98
Uttar Pradesh,wheat,2023,5,2168.05,26.54,99
Uttar Pradesh,wheat,2023,6,2256.95,45.47,95
Uttar Pradesh,wheat,2023,7,2266.48,47.2,97
Uttar Pradesh,wheat,2023,8,2274.67,204.06,96
Uttar Pradesh,wheat,2023,9,2320.15,37.83,96
Uttar Pradesh,wheat,2023,10,2358.56,77.83,94
Uttar Pradesh,wheat,2023,11,2448.37,77.11,91
Uttar Pradesh,wheat,2023,12,2469.61,68.21,91
Uttar Pradesh,wheat,2024,1,2497.23,64.04,92
Uttar Pradesh,wheat,2024,2,2492.65,86.06,94
Uttar Pradesh,wheat,2024,3,2460.69,75.75,92
Uttar Pradesh,wheat,2024,4,2330.83,35.95,97
Uttar Pradesh,wheat,2024,5,2325.33,18.9,95
Uttar Pradesh,wheat,2024,6,2382.93,28.71,91
Uttar Pradesh,wheat,2024,7,2431.07,33.81,93
Uttar Pradesh,wheat,2024,8,2472.63,42.75,95
Uttar Pradesh,wheat,2024,9,2546.53,60.66,91
Uttar Pradesh,wheat,2024,10,2662.73,77.86,90
Uttar Pradesh,wheat,2024,11,2747.82,82.13,90
Uttar Pradesh,wheat,2024,12,2757.65,96.94,90
Uttar Pradesh,wheat,2025,1,2843.83,111.67,93
Uttar Pradesh,wheat,2025,2,2877.73,116.54,95
Uttar Pradesh,wheat,2025,3,2783.8,133.05,95
Uttar Pradesh,wheat,2025,4,2454.09,27.25,95
Uttar Pradesh,wheat,2025,5,2459.71,33.75,94
Uttar Pradesh,wheat,2025,6,2491.4,32.25,95
Uttar Pradesh,wheat,2025,7,2503.9,33.02,94
Uttar Pradesh,wheat,2025,8,2531.57,37.85,95
Uttar Pradesh,wheat,2025,9,2543.92,39.08,94
Uttar Pradesh,wheat,2025,10,2538.7,45.34,94
Uttar Pradesh,wheat,2025,11,2531.34,45.93,91
Uttar Pradesh,wheat,2025,12,2535.51,46.24,85
Uttarakhand,wheat,2022,2,2052.62,223.62,3
Uttarakhand,wheat,2022,4,2064.44,67.8,6
Uttarakhand,wheat,2022,5,2059.58,96.94,7
Uttarakhand,wheat,2022,6,2046.53,36.34,5
Uttarakhand,wheat,2022,7,2076.15,70.31,4
Uttarakhand,wheat,2022,8,2163.87,197.24,5
Uttarakhand,wheat,2022,9,2179.89,227.39,3
Uttarakhand,wheat,2022,10,2227.74,183.23,4
Uttarakhand,wheat,2022,12,2100,0,1
Uttarakhand,wheat,2023,2,2100,0,1
Uttarakhand,wheat,2023,4,2162.8,40.03,9
Uttarakhand,wheat,2023,5,2180.44,52.6,8
Uttarakhand,wheat,2023,6,2271.37,149.76,7
Uttarakhand,wheat,2023,7,2365.74,375.49,7
Uttarakhand,wheat,2023,8,2206.07,107.39,5
Uttarakhand,wheat,2023,9,2239.9,99.71,5
Uttarakhand,wheat,2023,10,2331.77,167.53,3
Uttarakhand,wheat,2023,11,2327.69,231.61,2
Uttarakhand,wheat,2023,12,2219.78,131.2,3
Uttarakhand,wheat,2024,1,2210.75,54.06,3
Uttarakhand,wheat,2024,2,2253.24,135.71,4
Uttarakhand,wheat,2024,3,2243.23,129.39,2
Uttarakhand,wheat,2024,4,2295.17,13.99,5
Uttarakhand,wheat,2024,5,2306.93,14.34,5
Uttarakhand,wheat,2024,6,2318.02,65.4,5
Uttarakhand,wheat,2024,7,2250.24,169.18,4
Uttarakhand,wheat,2024,8,2233.96,83.38,2
Uttarakhand,wheat,2024,9,2344.33,137.65,4
Uttarakhand,wheat,2024,10,2412.47,123.7,2
Uttarakhand,wheat,2024,11,2325.43,0,1
Uttarakhand,wheat,2024,12,2302.11,38.33,2
Uttarakhand,wheat,2025,1,2323.81,0,1
Uttarakhand,wheat,2025,2,2246.3,157.13,2
Uttarakhand,wheat,2025,3,2355.65,103.99,2
Uttarakhand,wheat,2025,4,2468.89,28.85,6
Uttarakhand,wheat,2025,5,2468.59,28.2,6
Uttarakhand,wheat,2025,6,2490.64,38,5
Uttarakhand,wheat,2025,7,2449.64,28.82,4
Uttarakhand,wheat,2025,8,2449.12,28.58,3
Uttarakhand,wheat,2025,9,2448.12,28.45,4
Uttarakhand,wheat,2025,10,2489.67,0,1
Uttarakhand,wheat,2025,11,2488.07,0,1
Uttarakhand,wheat,2025,12,2465.98,57.96,2
